,Sport,Year,Age,count
803,Art Competitions,1912,32.0,1
804,Art Competitions,1912,35.0,1
805,Art Competitions,1912,36.0,1
806,Art Competitions,1912,38.0,1
807,Art Competitions,1912,39.0,1
808,Art Competitions,1912,40.0,1
809,Art Competitions,1912,44.0,2
810,Art Competitions,1912,45.0,3
811,Art Competitions,1912,46.0,3
812,Art Competitions,1912,49.0,3
813,Art Competitions,1912,53.0,1
814,Art Competitions,1912,60.0,1
815,Art Competitions,1912,62.0,1
816,Art Competitions,1912,64.0,1
817,Art Competitions,1912,67.0,1
818,Art Competitions,1920,26.0,2
819,Art Competitions,1920,28.0,1
820,Art Competitions,1920,34.0,2
821,Art Competitions,1920,36.0,1
822,Art Competitions,1920,41.0,1
823,Art Competitions,1920,43.0,1
824,Art Competitions,1920,50.0,1
825,Art Competitions,1920,53.0,1
826,Art Competitions,1920,59.0,1
827,Art Competitions,1924,18.0,1
828,Art Competitions,1924,20.0,2
829,Art Competitions,1924,22.0,2
830,Art Competitions,1924,24.0,3
831,Art Competitions,1924,25.0,3
832,Art Competitions,1924,26.0,5
833,Art Competitions,1924,27.0,1
834,Art Competitions,1924,28.0,8
835,Art Competitions,1924,29.0,15
836,Art Competitions,1924,30.0,3
837,Art Competitions,1924,31.0,2
838,Art Competitions,1924,32.0,8
839,Art Competitions,1924,33.0,3
840,Art Competitions,1924,35.0,2
841,Art Competitions,1924,36.0,3
842,Art Competitions,1924,37.0,15
843,Art Competitions,1924,38.0,9
844,Art Competitions,1924,39.0,4
845,Art Competitions,1924,40.0,2
846,Art Competitions,1924,41.0,8
847,Art Competitions,1924,42.0,6
848,Art Competitions,1924,43.0,12
849,Art Competitions,1924,44.0,11
850,Art Competitions,1924,45.0,5
851,Art Competitions,1924,46.0,7
852,Art Competitions,1924,47.0,17
853,Art Competitions,1924,48.0,7
854,Art Competitions,1924,50.0,10
855,Art Competitions,1924,51.0,4
856,Art Competitions,1924,52.0,2
857,Art Competitions,1924,53.0,6
858,Art Competitions,1924,54.0,1
859,Art Competitions,1924,55.0,2
860,Art Competitions,1924,56.0,1
861,Art Competitions,1924,58.0,2
862,Art Competitions,1924,59.0,7
863,Art Competitions,1924,60.0,1
864,Art Competitions,1924,61.0,1
865,Art Competitions,1924,63.0,4
866,Art Competitions,1924,65.0,1
867,Art Competitions,1924,66.0,1
868,Art Competitions,1924,67.0,1
869,Art Competitions,1924,68.0,1
870,Art Competitions,1924,69.0,2
871,Art Competitions,1924,71.0,7
872,Art Competitions,1924,74.0,4
873,Art Competitions,1924,75.0,3
874,Art Competitions,1924,81.0,1
875,Art Competitions,1928,19.0,1
876,Art Competitions,1928,20.0,2
877,Art Competitions,1928,22.0,4
878,Art Competitions,1928,23.0,2
879,Art Competitions,1928,24.0,3
880,Art Competitions,1928,25.0,5
881,Art Competitions,1928,26.0,7
882,Art Competitions,1928,27.0,12
883,Art Competitions,1928,28.0,5
884,Art Competitions,1928,29.0,28
885,Art Competitions,1928,30.0,5
886,Art Competitions,1928,31.0,9
887,Art Competitions,1928,32.0,11
888,Art Competitions,1928,33.0,5
889,Art Competitions,1928,34.0,6
890,Art Competitions,1928,35.0,9
891,Art Competitions,1928,36.0,6
892,Art Competitions,1928,37.0,49
893,Art Competitions,1928,38.0,13
894,Art Competitions,1928,39.0,16
895,Art Competitions,1928,40.0,10
896,Art Competitions,1928,41.0,28
897,Art Competitions,1928,42.0,25
898,Art Competitions,1928,43.0,19
899,Art Competitions,1928,44.0,19
900,Art Competitions,1928,45.0,33
901,Art Competitions,1928,46.0,13
902,Art Competitions,1928,47.0,13
903,Art Competitions,1928,48.0,24
904,Art Competitions,1928,49.0,48
905,Art Competitions,1928,50.0,35
906,Art Competitions,1928,51.0,15
907,Art Competitions,1928,52.0,28
908,Art Competitions,1928,53.0,9
909,Art Competitions,1928,54.0,12
910,Art Competitions,1928,55.0,11
911,Art Competitions,1928,56.0,19
912,Art Competitions,1928,57.0,4
913,Art Competitions,1928,58.0,13
914,Art Competitions,1928,59.0,19
915,Art Competitions,1928,60.0,23
916,Art Competitions,1928,61.0,21
917,Art Competitions,1928,62.0,12
918,Art Competitions,1928,63.0,14
919,Art Competitions,1928,64.0,12
920,Art Competitions,1928,65.0,1
921,Art Competitions,1928,66.0,7
922,Art Competitions,1928,67.0,2
923,Art Competitions,1928,68.0,1
924,Art Competitions,1928,71.0,3
925,Art Competitions,1928,72.0,3
926,Art Competitions,1928,80.0,3
927,Art Competitions,1928,97.0,1
928,Art Competitions,1932,14.0,4
929,Art Competitions,1932,17.0,1
930,Art Competitions,1932,20.0,2
931,Art Competitions,1932,21.0,2
932,Art Competitions,1932,22.0,9
933,Art Competitions,1932,23.0,1
934,Art Competitions,1932,24.0,28
935,Art Competitions,1932,25.0,7
936,Art Competitions,1932,26.0,17
937,Art Competitions,1932,27.0,12
938,Art Competitions,1932,28.0,9
939,Art Competitions,1932,29.0,13
940,Art Competitions,1932,30.0,18
941,Art Competitions,1932,31.0,12
942,Art Competitions,1932,32.0,15
943,Art Competitions,1932,33.0,27
944,Art Competitions,1932,34.0,14
945,Art Competitions,1932,35.0,25
946,Art Competitions,1932,36.0,6
947,Art Competitions,1932,37.0,23
948,Art Competitions,1932,38.0,30
949,Art Competitions,1932,39.0,45
950,Art Competitions,1932,40.0,29
951,Art Competitions,1932,41.0,22
952,Art Competitions,1932,42.0,38
953,Art Competitions,1932,43.0,16
954,Art Competitions,1932,44.0,19
955,Art Competitions,1932,45.0,32
956,Art Competitions,1932,46.0,13
957,Art Competitions,1932,47.0,29
958,Art Competitions,1932,48.0,47
959,Art Competitions,1932,49.0,37
960,Art Competitions,1932,50.0,15
961,Art Competitions,1932,51.0,7
962,Art Competitions,1932,52.0,25
963,Art Competitions,1932,53.0,63
964,Art Competitions,1932,54.0,26
965,Art Competitions,1932,55.0,18
966,Art Competitions,1932,56.0,21
967,Art Competitions,1932,57.0,3
968,Art Competitions,1932,58.0,23
969,Art Competitions,1932,59.0,18
970,Art Competitions,1932,60.0,12
971,Art Competitions,1932,61.0,13
972,Art Competitions,1932,62.0,14
973,Art Competitions,1932,63.0,8
974,Art Competitions,1932,64.0,6
975,Art Competitions,1932,65.0,58
976,Art Competitions,1932,66.0,9
977,Art Competitions,1932,67.0,9
978,Art Competitions,1932,68.0,11
979,Art Competitions,1932,69.0,14
980,Art Competitions,1932,70.0,14
981,Art Competitions,1932,71.0,10
982,Art Competitions,1932,72.0,2
983,Art Competitions,1932,73.0,4
984,Art Competitions,1932,75.0,1
985,Art Competitions,1932,76.0,3
986,Art Competitions,1932,77.0,2
987,Art Competitions,1932,88.0,3
988,Art Competitions,1932,96.0,1
989,Art Competitions,1936,17.0,1
990,Art Competitions,1936,20.0,1
991,Art Competitions,1936,22.0,1
992,Art Competitions,1936,23.0,18
993,Art Competitions,1936,24.0,4
994,Art Competitions,1936,25.0,10
995,Art Competitions,1936,26.0,8
996,Art Competitions,1936,27.0,18
997,Art Competitions,1936,28.0,13
998,Art Competitions,1936,29.0,16
999,Art Competitions,1936,30.0,11
1000,Art Competitions,1936,31.0,18
1001,Art Competitions,1936,32.0,27
1002,Art Competitions,1936,33.0,28
1003,Art Competitions,1936,34.0,22
1004,Art Competitions,1936,35.0,26
1005,Art Competitions,1936,36.0,12
1006,Art Competitions,1936,37.0,18
1007,Art Competitions,1936,38.0,13
1008,Art Competitions,1936,39.0,17
1009,Art Competitions,1936,40.0,12
1010,Art Competitions,1936,41.0,20
1011,Art Competitions,1936,42.0,32
1012,Art Competitions,1936,43.0,35
1013,Art Competitions,1936,44.0,24
1014,Art Competitions,1936,45.0,38
1015,Art Competitions,1936,46.0,17
1016,Art Competitions,1936,47.0,16
1017,Art Competitions,1936,48.0,14
1018,Art Competitions,1936,49.0,18
1019,Art Competitions,1936,50.0,23
1020,Art Competitions,1936,51.0,21
1021,Art Competitions,1936,52.0,14
1022,Art Competitions,1936,53.0,8
1023,Art Competitions,1936,54.0,7
1024,Art Competitions,1936,55.0,18
1025,Art Competitions,1936,56.0,4
1026,Art Competitions,1936,57.0,11
1027,Art Competitions,1936,58.0,11
1028,Art Competitions,1936,59.0,7
1029,Art Competitions,1936,60.0,8
1030,Art Competitions,1936,61.0,3
1031,Art Competitions,1936,62.0,8
1032,Art Competitions,1936,63.0,6
1033,Art Competitions,1936,64.0,3
1034,Art Competitions,1936,65.0,3
1035,Art Competitions,1936,66.0,3
1036,Art Competitions,1936,67.0,8
1037,Art Competitions,1936,68.0,7
1038,Art Competitions,1936,69.0,5
1039,Art Competitions,1936,72.0,7
1040,Art Competitions,1936,73.0,2
1041,Art Competitions,1936,74.0,7
1042,Art Competitions,1948,22.0,3
1043,Art Competitions,1948,23.0,1
1044,Art Competitions,1948,24.0,3
1045,Art Competitions,1948,26.0,1
1046,Art Competitions,1948,27.0,3
1047,Art Competitions,1948,28.0,7
1048,Art Competitions,1948,29.0,4
1049,Art Competitions,1948,30.0,3
1050,Art Competitions,1948,31.0,6
1051,Art Competitions,1948,32.0,5
1052,Art Competitions,1948,33.0,7
1053,Art Competitions,1948,34.0,12
1054,Art Competitions,1948,35.0,13
1055,Art Competitions,1948,36.0,16
1056,Art Competitions,1948,37.0,7
1057,Art Competitions,1948,38.0,6
1058,Art Competitions,1948,39.0,12
1059,Art Competitions,1948,40.0,17
1060,Art Competitions,1948,41.0,13
1061,Art Competitions,1948,42.0,13
1062,Art Competitions,1948,43.0,8
1063,Art Competitions,1948,44.0,10
1064,Art Competitions,1948,45.0,16
1065,Art Competitions,1948,46.0,20
1066,Art Competitions,1948,47.0,14
1067,Art Competitions,1948,48.0,8
1068,Art Competitions,1948,49.0,7
1069,Art Competitions,1948,50.0,1
1070,Art Competitions,1948,51.0,8
1071,Art Competitions,1948,52.0,8
1072,Art Competitions,1948,53.0,5
1073,Art Competitions,1948,54.0,8
1074,Art Competitions,1948,55.0,4
1075,Art Competitions,1948,56.0,8
1076,Art Competitions,1948,57.0,5
1077,Art Competitions,1948,58.0,1
1078,Art Competitions,1948,59.0,1
1079,Art Competitions,1948,61.0,4
1080,Art Competitions,1948,62.0,13
1081,Art Competitions,1948,63.0,5
1082,Art Competitions,1948,64.0,1
1083,Art Competitions,1948,65.0,13
1084,Art Competitions,1948,66.0,4
1085,Art Competitions,1948,67.0,1
1086,Art Competitions,1948,68.0,2
1087,Art Competitions,1948,69.0,36
1088,Art Competitions,1948,70.0,11
1089,Art Competitions,1948,71.0,4
1090,Art Competitions,1948,72.0,7
1091,Art Competitions,1948,73.0,2
1092,Art Competitions,1948,74.0,1
1093,Art Competitions,1948,76.0,4
1094,Art Competitions,1948,81.0,1
1095,Art Competitions,1948,84.0,1
1096,Athletics,1896,17.0,1
1097,Athletics,1896,18.0,2
1098,Athletics,1896,19.0,2
1099,Athletics,1896,20.0,9
1100,Athletics,1896,21.0,18
1101,Athletics,1896,22.0,7
1102,Athletics,1896,23.0,7
1103,Athletics,1896,24.0,13
1104,Athletics,1896,25.0,2
1105,Athletics,1896,26.0,3
1106,Athletics,1896,27.0,3
1107,Athletics,1896,29.0,1
1108,Athletics,1896,34.0,1
1109,Athletics,1900,17.0,7
1110,Athletics,1900,18.0,9
1111,Athletics,1900,19.0,10
1112,Athletics,1900,20.0,27
1113,Athletics,1900,21.0,31
1114,Athletics,1900,22.0,22
1115,Athletics,1900,23.0,30
1116,Athletics,1900,24.0,28
1117,Athletics,1900,25.0,12
1118,Athletics,1900,26.0,15
1119,Athletics,1900,27.0,10
1120,Athletics,1900,29.0,3
1121,Athletics,1900,31.0,2
1122,Athletics,1900,32.0,2
1123,Athletics,1900,33.0,2
1124,Athletics,1900,34.0,2
1125,Athletics,1900,36.0,1
1126,Athletics,1900,42.0,1
1127,Athletics,1904,18.0,1
1128,Athletics,1904,19.0,13
1129,Athletics,1904,20.0,26
1130,Athletics,1904,21.0,19
1131,Athletics,1904,22.0,26
1132,Athletics,1904,23.0,19
1133,Athletics,1904,24.0,13
1134,Athletics,1904,25.0,19
1135,Athletics,1904,26.0,11
1136,Athletics,1904,27.0,6
1137,Athletics,1904,28.0,6
1138,Athletics,1904,29.0,4
1139,Athletics,1904,30.0,4
1140,Athletics,1904,31.0,2
1141,Athletics,1904,33.0,1
1142,Athletics,1904,34.0,1
1143,Athletics,1904,36.0,3
1144,Athletics,1904,38.0,1
1145,Athletics,1904,40.0,3
1146,Athletics,1906,13.0,2
1147,Athletics,1906,17.0,3
1148,Athletics,1906,18.0,2
1149,Athletics,1906,19.0,12
1150,Athletics,1906,20.0,24
1151,Athletics,1906,21.0,24
1152,Athletics,1906,22.0,37
1153,Athletics,1906,23.0,42
1154,Athletics,1906,24.0,43
1155,Athletics,1906,25.0,24
1156,Athletics,1906,26.0,26
1157,Athletics,1906,27.0,22
1158,Athletics,1906,28.0,20
1159,Athletics,1906,29.0,7
1160,Athletics,1906,30.0,5
1161,Athletics,1906,32.0,5
1162,Athletics,1906,33.0,7
1163,Athletics,1906,34.0,1
1164,Athletics,1906,36.0,5
1165,Athletics,1906,37.0,2
1166,Athletics,1908,16.0,5
1167,Athletics,1908,17.0,3
1168,Athletics,1908,18.0,22
1169,Athletics,1908,19.0,34
1170,Athletics,1908,20.0,69
1171,Athletics,1908,21.0,86
1172,Athletics,1908,22.0,78
1173,Athletics,1908,23.0,96
1174,Athletics,1908,24.0,52
1175,Athletics,1908,25.0,45
1176,Athletics,1908,26.0,59
1177,Athletics,1908,27.0,40
1178,Athletics,1908,28.0,45
1179,Athletics,1908,29.0,30
1180,Athletics,1908,30.0,19
1181,Athletics,1908,31.0,5
1182,Athletics,1908,32.0,3
1183,Athletics,1908,33.0,5
1184,Athletics,1908,34.0,5
1185,Athletics,1908,35.0,1
1186,Athletics,1908,36.0,1
1187,Athletics,1908,38.0,4
1188,Athletics,1908,40.0,2
1189,Athletics,1912,16.0,2
1190,Athletics,1912,17.0,6
1191,Athletics,1912,18.0,20
1192,Athletics,1912,19.0,64
1193,Athletics,1912,20.0,100
1194,Athletics,1912,21.0,111
1195,Athletics,1912,22.0,127
1196,Athletics,1912,23.0,118
1197,Athletics,1912,24.0,106
1198,Athletics,1912,25.0,67
1199,Athletics,1912,26.0,58
1200,Athletics,1912,27.0,48
1201,Athletics,1912,28.0,36
1202,Athletics,1912,29.0,27
1203,Athletics,1912,30.0,19
1204,Athletics,1912,31.0,5
1205,Athletics,1912,32.0,8
1206,Athletics,1912,33.0,11
1207,Athletics,1912,34.0,6
1208,Athletics,1912,35.0,3
1209,Athletics,1912,36.0,2
1210,Athletics,1912,37.0,1
1211,Athletics,1912,38.0,1
1212,Athletics,1912,39.0,1
1213,Athletics,1912,42.0,2
1214,Athletics,1920,16.0,3
1215,Athletics,1920,17.0,6
1216,Athletics,1920,18.0,15
1217,Athletics,1920,19.0,39
1218,Athletics,1920,20.0,45
1219,Athletics,1920,21.0,71
1220,Athletics,1920,22.0,69
1221,Athletics,1920,23.0,74
1222,Athletics,1920,24.0,85
1223,Athletics,1920,25.0,50
1224,Athletics,1920,26.0,57
1225,Athletics,1920,27.0,49
1226,Athletics,1920,28.0,34
1227,Athletics,1920,29.0,40
1228,Athletics,1920,30.0,23
1229,Athletics,1920,31.0,25
1230,Athletics,1920,32.0,18
1231,Athletics,1920,33.0,6
1232,Athletics,1920,34.0,4
1233,Athletics,1920,35.0,4
1234,Athletics,1920,36.0,4
1235,Athletics,1920,37.0,2
1236,Athletics,1920,38.0,5
1237,Athletics,1920,39.0,3
1238,Athletics,1920,40.0,1
1239,Athletics,1920,41.0,2
1240,Athletics,1920,44.0,1
1241,Athletics,1924,16.0,1
1242,Athletics,1924,17.0,2
1243,Athletics,1924,18.0,15
1244,Athletics,1924,19.0,36
1245,Athletics,1924,20.0,65
1246,Athletics,1924,21.0,89
1247,Athletics,1924,22.0,94
1248,Athletics,1924,23.0,122
1249,Athletics,1924,24.0,82
1250,Athletics,1924,25.0,76
1251,Athletics,1924,26.0,55
1252,Athletics,1924,27.0,50
1253,Athletics,1924,28.0,42
1254,Athletics,1924,29.0,36
1255,Athletics,1924,30.0,27
1256,Athletics,1924,31.0,17
1257,Athletics,1924,32.0,17
1258,Athletics,1924,33.0,14
1259,Athletics,1924,34.0,8
1260,Athletics,1924,35.0,8
1261,Athletics,1924,36.0,2
1262,Athletics,1924,38.0,2
1263,Athletics,1924,39.0,3
1264,Athletics,1924,40.0,1
1265,Athletics,1924,42.0,3
1266,Athletics,1924,46.0,1
1267,Athletics,1924,48.0,2
1268,Athletics,1928,15.0,5
1269,Athletics,1928,16.0,10
1270,Athletics,1928,17.0,11
1271,Athletics,1928,18.0,24
1272,Athletics,1928,19.0,33
1273,Athletics,1928,20.0,74
1274,Athletics,1928,21.0,91
1275,Athletics,1928,22.0,107
1276,Athletics,1928,23.0,109
1277,Athletics,1928,24.0,96
1278,Athletics,1928,25.0,88
1279,Athletics,1928,26.0,55
1280,Athletics,1928,27.0,37
1281,Athletics,1928,28.0,40
1282,Athletics,1928,29.0,25
1283,Athletics,1928,30.0,26
1284,Athletics,1928,31.0,9
1285,Athletics,1928,32.0,19
1286,Athletics,1928,33.0,8
1287,Athletics,1928,34.0,5
1288,Athletics,1928,35.0,2
1289,Athletics,1928,36.0,2
1290,Athletics,1928,37.0,1
1291,Athletics,1928,38.0,1
1292,Athletics,1928,39.0,3
1293,Athletics,1928,40.0,2
1294,Athletics,1928,44.0,2
1295,Athletics,1932,15.0,3
1296,Athletics,1932,16.0,2
1297,Athletics,1932,17.0,6
1298,Athletics,1932,18.0,18
1299,Athletics,1932,19.0,20
1300,Athletics,1932,20.0,27
1301,Athletics,1932,21.0,52
1302,Athletics,1932,22.0,73
1303,Athletics,1932,23.0,63
1304,Athletics,1932,24.0,53
1305,Athletics,1932,25.0,37
1306,Athletics,1932,26.0,30
1307,Athletics,1932,27.0,25
1308,Athletics,1932,28.0,15
1309,Athletics,1932,29.0,13
1310,Athletics,1932,30.0,12
1311,Athletics,1932,31.0,5
1312,Athletics,1932,32.0,6
1313,Athletics,1932,33.0,2
1314,Athletics,1932,34.0,6
1315,Athletics,1932,35.0,3
1316,Athletics,1932,37.0,1
1317,Athletics,1932,38.0,2
1318,Athletics,1932,39.0,1
1319,Athletics,1932,40.0,1
1320,Athletics,1932,41.0,1
1321,Athletics,1932,43.0,1
1322,Athletics,1932,44.0,1
1323,Athletics,1936,16.0,4
1324,Athletics,1936,17.0,7
1325,Athletics,1936,18.0,18
1326,Athletics,1936,19.0,29
1327,Athletics,1936,20.0,39
1328,Athletics,1936,21.0,98
1329,Athletics,1936,22.0,97
1330,Athletics,1936,23.0,126
1331,Athletics,1936,24.0,117
1332,Athletics,1936,25.0,105
1333,Athletics,1936,26.0,89
1334,Athletics,1936,27.0,82
1335,Athletics,1936,28.0,51
1336,Athletics,1936,29.0,33
1337,Athletics,1936,30.0,39
1338,Athletics,1936,31.0,14
1339,Athletics,1936,32.0,9
1340,Athletics,1936,33.0,7
1341,Athletics,1936,34.0,9
1342,Athletics,1936,35.0,7
1343,Athletics,1936,36.0,3
1344,Athletics,1936,37.0,3
1345,Athletics,1936,38.0,4
1346,Athletics,1936,39.0,1
1347,Athletics,1936,40.0,1
1348,Athletics,1936,41.0,1
1349,Athletics,1936,52.0,1
1350,Athletics,1948,16.0,2
1351,Athletics,1948,17.0,8
1352,Athletics,1948,18.0,19
1353,Athletics,1948,19.0,54
1354,Athletics,1948,20.0,69
1355,Athletics,1948,21.0,71
1356,Athletics,1948,22.0,81
1357,Athletics,1948,23.0,112
1358,Athletics,1948,24.0,78
1359,Athletics,1948,25.0,77
1360,Athletics,1948,26.0,72
1361,Athletics,1948,27.0,55
1362,Athletics,1948,28.0,59
1363,Athletics,1948,29.0,34
1364,Athletics,1948,30.0,32
1365,Athletics,1948,31.0,26
1366,Athletics,1948,32.0,14
1367,Athletics,1948,33.0,29
1368,Athletics,1948,34.0,22
1369,Athletics,1948,35.0,11
1370,Athletics,1948,36.0,7
1371,Athletics,1948,37.0,8
1372,Athletics,1948,38.0,7
1373,Athletics,1948,39.0,3
1374,Athletics,1948,40.0,4
1375,Athletics,1948,41.0,3
1376,Athletics,1948,42.0,1
1377,Athletics,1948,43.0,1
1378,Athletics,1948,44.0,1
1379,Athletics,1948,45.0,1
1380,Athletics,1948,48.0,1
1381,Athletics,1952,15.0,2
1382,Athletics,1952,16.0,7
1383,Athletics,1952,17.0,18
1384,Athletics,1952,18.0,37
1385,Athletics,1952,19.0,52
1386,Athletics,1952,20.0,82
1387,Athletics,1952,21.0,100
1388,Athletics,1952,22.0,131
1389,Athletics,1952,23.0,135
1390,Athletics,1952,24.0,110
1391,Athletics,1952,25.0,124
1392,Athletics,1952,26.0,98
1393,Athletics,1952,27.0,87
1394,Athletics,1952,28.0,59
1395,Athletics,1952,29.0,57
1396,Athletics,1952,30.0,50
1397,Athletics,1952,31.0,50
1398,Athletics,1952,32.0,40
1399,Athletics,1952,33.0,12
1400,Athletics,1952,34.0,14
1401,Athletics,1952,35.0,14
1402,Athletics,1952,36.0,8
1403,Athletics,1952,37.0,10
1404,Athletics,1952,38.0,10
1405,Athletics,1952,39.0,3
1406,Athletics,1952,40.0,7
1407,Athletics,1952,41.0,5
1408,Athletics,1952,44.0,2
1409,Athletics,1952,46.0,1
1410,Athletics,1952,48.0,1
1411,Athletics,1952,49.0,1
1412,Athletics,1956,15.0,1
1413,Athletics,1956,16.0,6
1414,Athletics,1956,17.0,14
1415,Athletics,1956,18.0,39
1416,Athletics,1956,19.0,42
1417,Athletics,1956,20.0,67
1418,Athletics,1956,21.0,83
1419,Athletics,1956,22.0,96
1420,Athletics,1956,23.0,115
1421,Athletics,1956,24.0,89
1422,Athletics,1956,25.0,96
1423,Athletics,1956,26.0,62
1424,Athletics,1956,27.0,54
1425,Athletics,1956,28.0,39
1426,Athletics,1956,29.0,43
1427,Athletics,1956,30.0,31
1428,Athletics,1956,31.0,15
1429,Athletics,1956,32.0,17
1430,Athletics,1956,33.0,5
1431,Athletics,1956,34.0,10
1432,Athletics,1956,35.0,6
1433,Athletics,1956,36.0,5
1434,Athletics,1956,37.0,3
1435,Athletics,1956,38.0,2
1436,Athletics,1956,39.0,1
1437,Athletics,1956,40.0,2
1438,Athletics,1956,42.0,1
1439,Athletics,1960,16.0,7
1440,Athletics,1960,17.0,14
1441,Athletics,1960,18.0,26
1442,Athletics,1960,19.0,54
1443,Athletics,1960,20.0,97
1444,Athletics,1960,21.0,95
1445,Athletics,1960,22.0,141
1446,Athletics,1960,23.0,118
1447,Athletics,1960,24.0,138
1448,Athletics,1960,25.0,124
1449,Athletics,1960,26.0,98
1450,Athletics,1960,27.0,109
1451,Athletics,1960,28.0,63
1452,Athletics,1960,29.0,57
1453,Athletics,1960,30.0,46
1454,Athletics,1960,31.0,31
1455,Athletics,1960,32.0,18
1456,Athletics,1960,33.0,8
1457,Athletics,1960,34.0,8
1458,Athletics,1960,35.0,9
1459,Athletics,1960,36.0,4
1460,Athletics,1960,37.0,4
1461,Athletics,1960,38.0,3
1462,Athletics,1960,39.0,3
1463,Athletics,1960,40.0,5
1464,Athletics,1960,43.0,1
1465,Athletics,1960,47.0,1
1466,Athletics,1964,15.0,1
1467,Athletics,1964,16.0,4
1468,Athletics,1964,17.0,24
1469,Athletics,1964,18.0,24
1470,Athletics,1964,19.0,36
1471,Athletics,1964,20.0,76
1472,Athletics,1964,21.0,100
1473,Athletics,1964,22.0,143
1474,Athletics,1964,23.0,145
1475,Athletics,1964,24.0,131
1476,Athletics,1964,25.0,126
1477,Athletics,1964,26.0,143
1478,Athletics,1964,27.0,93
1479,Athletics,1964,28.0,76
1480,Athletics,1964,29.0,43
1481,Athletics,1964,30.0,51
1482,Athletics,1964,31.0,32
1483,Athletics,1964,32.0,29
1484,Athletics,1964,33.0,20
1485,Athletics,1964,34.0,6
1486,Athletics,1964,35.0,4
1487,Athletics,1964,36.0,5
1488,Athletics,1964,38.0,4
1489,Athletics,1964,39.0,1
1490,Athletics,1964,45.0,2
1491,Athletics,1968,15.0,4
1492,Athletics,1968,16.0,4
1493,Athletics,1968,17.0,21
1494,Athletics,1968,18.0,30
1495,Athletics,1968,19.0,59
1496,Athletics,1968,20.0,82
1497,Athletics,1968,21.0,121
1498,Athletics,1968,22.0,133
1499,Athletics,1968,23.0,121
1500,Athletics,1968,24.0,116
1501,Athletics,1968,25.0,124
1502,Athletics,1968,26.0,114
1503,Athletics,1968,27.0,88
1504,Athletics,1968,28.0,85
1505,Athletics,1968,29.0,54
1506,Athletics,1968,30.0,61
1507,Athletics,1968,31.0,38
1508,Athletics,1968,32.0,20
1509,Athletics,1968,33.0,10
1510,Athletics,1968,34.0,11
1511,Athletics,1968,35.0,9
1512,Athletics,1968,36.0,7
1513,Athletics,1968,37.0,7
1514,Athletics,1968,38.0,4
1515,Athletics,1968,39.0,2
1516,Athletics,1968,43.0,1
1517,Athletics,1972,14.0,2
1518,Athletics,1972,15.0,4
1519,Athletics,1972,16.0,14
1520,Athletics,1972,17.0,38
1521,Athletics,1972,18.0,37
1522,Athletics,1972,19.0,84
1523,Athletics,1972,20.0,97
1524,Athletics,1972,21.0,135
1525,Athletics,1972,22.0,167
1526,Athletics,1972,23.0,175
1527,Athletics,1972,24.0,166
1528,Athletics,1972,25.0,153
1529,Athletics,1972,26.0,125
1530,Athletics,1972,27.0,91
1531,Athletics,1972,28.0,100
1532,Athletics,1972,29.0,69
1533,Athletics,1972,30.0,59
1534,Athletics,1972,31.0,43
1535,Athletics,1972,32.0,33
1536,Athletics,1972,33.0,17
1537,Athletics,1972,34.0,20
1538,Athletics,1972,35.0,11
1539,Athletics,1972,36.0,7
1540,Athletics,1972,37.0,5
1541,Athletics,1972,38.0,2
1542,Athletics,1972,39.0,6
1543,Athletics,1972,40.0,3
1544,Athletics,1972,41.0,1
1545,Athletics,1972,46.0,1
1546,Athletics,1976,12.0,2
1547,Athletics,1976,15.0,5
1548,Athletics,1976,16.0,7
1549,Athletics,1976,17.0,13
1550,Athletics,1976,18.0,41
1551,Athletics,1976,19.0,58
1552,Athletics,1976,20.0,82
1553,Athletics,1976,21.0,130
1554,Athletics,1976,22.0,86
1555,Athletics,1976,23.0,150
1556,Athletics,1976,24.0,152
1557,Athletics,1976,25.0,142
1558,Athletics,1976,26.0,99
1559,Athletics,1976,27.0,95
1560,Athletics,1976,28.0,62
1561,Athletics,1976,29.0,52
1562,Athletics,1976,30.0,35
1563,Athletics,1976,31.0,15
1564,Athletics,1976,32.0,20
1565,Athletics,1976,33.0,13
1566,Athletics,1976,34.0,9
1567,Athletics,1976,35.0,2
1568,Athletics,1976,36.0,5
1569,Athletics,1976,37.0,4
1570,Athletics,1976,38.0,4
1571,Athletics,1976,39.0,2
1572,Athletics,1976,40.0,2
1573,Athletics,1976,41.0,1
1574,Athletics,1976,43.0,1
1575,Athletics,1976,44.0,1
1576,Athletics,1976,50.0,1
1577,Athletics,1980,15.0,1
